RTA ID,RTA Name,Parties concerned,Changes affect,Date of notification of changes,Date of signature of changes,Date of entry into force of changes,Remarks
135,Latin American Integration Association (LAIA)," Mexico, Panama",Goods,2020-03-20,1985-05-22,1986-04-24,"AAP.A25TM 14 (Article 25 of the TM80)

Partial Scope Agreement No. 14 (AAP.A25TM 14) has as its purpose, with due account for the level of economic development of both parties, the granting of concessions to strengthen and streamline mutual trade flows, in a manner compatible with their respective economic policies, and to contribute to the strengthening of the Latin American integration process.

This Agreement is based on the granting of preferences, relating to the levies and other restrictions imposed by the Parties on the import of the products negotiated in the Agreement, when they originate from their respective territories.

The Agreement includes provisions on origin (Chapter IV) and safeguard clauses (Chapter V).

AAP.A25TM 14 ceased to have effect as of 1 July 2015, the date of the entry into force of the Free Trade Agreement between Mexico and Panama.
"
135,Latin American Integration Association (LAIA)," El Salvador, Mexico",Goods,2020-03-20,1986-02-06,1987-06-11,"AAP.A25TM 15 (Article 25 of the TM80)

Partial Scope Agreement No. 15 (AAP.A25TM 15) aims to promote the Latin American integration process by granting concessions among the Parties, taking into account their level of economic development.

This Agreement is based on the granting of preferences relating to the levies and other restrictions imposed by the Parties on the import of the products negotiated in the Agreement, when they originate from their respective territories.

The Agreement contains provisions on origin (Chapter IV and Annex II) and safeguard clauses (Chapter V).

AAP.A25TM 15 ceased to have effect as of 15 March 2001, the date of entry into force of the Free Trade Agreement signed between Mexico and El Salvador, Guatemala and Honduras, where Mexico and El Salvador are concerned.
"
135,Latin American Integration Association (LAIA)," Honduras, Venezuela, Bolivarian Republic of",Goods,2020-03-20,1986-02-20,1986-05-14,"AAP.A25TM 16 (Article 25 of the TM80)

Partial Scope Agreement No. 16 (AAP.A25TM 16) has as its purpose, taking into account the level of economic development of both parties, the granting of tariff preferences and the elimination or reduction of non-tariff restrictions, to strengthen and streamline their trade flows in a manner compatible with their respective economic policies and to contribute to the strengthening of the Latin American integration process.

The signatory countries agree to grant, with relation to the duties In force, the tariff preferences that are indicated for the products listed in the annexes.

The Agreement includes provisions on origin (Chapter IV) and safeguard clauses (Chapter V).
"
135,Latin American Integration Association (LAIA)," Cuba, Uruguay",Goods,2020-03-20,1987-03-06,,"AAP.A25TM 17 (Article 25 of the TM80)

Partial Scope Agreement No. 17 (AAP.A25TM 17) aims to strengthen and streamline trade flows between countries, promoting the involvement of basic and manufactured products, and giving maximum consideration to products of interest to both countries. In Annexes I and II the preferences, special arrangements and other agreed conditions are registered for negotiated products originating in their respective territories.

The Agreement ceased to have effect as of 31 December 1999 and was replaced by AAP.CE 44.
"
135,Latin American Integration Association (LAIA)," Cuba, Peru",Goods,2020-03-20,1987-04-28,1987-06-04,"AAP.A25TM 18 (Article 25 of the TM80)

Partial Scope Agreement No. 18 (AAP.A25TM 18) is intended to strengthen and streamline trade flows between countries, promoting the involvement of basic and manufactured products, and giving maximum consideration to products of interest to both countries. In Annexes I and II the preferences, special arrangements and other agreed conditions for negotiated products originating in their respective territories are recorded, which may be permanent, temporary or seasonal and be subject to quotas or import quotas.

The Agreement ceased to have effect as of the entry into force of AAP.A25TM 30 and later of AAP.CE 50.
"
135,Latin American Integration Association (LAIA)," Colombia, Cuba",Goods,2020-03-20,1988-12-12,1989-09-21,"AAP.A25TM 19 (Article 25 of the TM80)

Partial Scope Agreement No. 19 (AAP.A25TM 19) is intended to boost trade by granting tariff and non-tariff preferences between the parties (Annexes I and II).

The Agreement ceased to have effect as of the entry into force of AAP.A25TM 33 and later of AAP.CE 49.
"
135,Latin American Integration Association (LAIA)," Trinidad and Tobago, Venezuela, Bolivarian Republic of",Goods,2020-03-20,1989-08-04,1989-08-31,"AAP.A25TM 20 (Article 25 of the TM80)

Partial Scope Agreement No. 20 (AAP.A25TM 20) is intended to stimulate trade between the signatory countries by granting tariff preferences and the elimination or reduction of non-tariff restrictions (Annexes I and II). The Agreement also includes provisions on origin.
"
135,Latin American Integration Association (LAIA)," Brazil, Cuba",Goods,2020-03-20,1989-10-16,,"AAP.A25TM 21 (Article 25 of the TM80)

Partial Scope Agreement No. 21 (AAP.A25TM 21) is aimed at stimulating trade between the signatory countries by granting tariff preferences and the elimination or reduction of non tariff restrictions (Annexes I and II). The Agreement also includes provisions on origin.

The Agreement ceased to have effect as of 31 December 1999 and was then replaced by AAP.CE 43.
"
135,Latin American Integration Association (LAIA)," Guyana, Venezuela, Bolivarian Republic of",Goods,2020-03-20,1990-10-27,1991-06-28,"AAP.A25TM 22 (Article 25 of the TM80)

Partial Scope Agreement No. 22 (AAP.A25TM 22) is aimed at stimulating trade between the signatory countries by granting tariff preferences and eliminating or reducing non-tariff restrictions (Annexes I and II). The Agreement also includes provisions on origin.
"
135,Latin American Integration Association (LAIA)," Guatemala, Venezuela, Bolivarian Republic of",Goods,2020-03-20,1985-10-30,1986-02-06,"AAP.A25TM 23 (Article 25 of the TM80)

Partial Scope Agreement No. 23 (AAP.A25TM 23) has as its purpose the granting of tariff preferences and the elimination or reduction of non-tariff restrictions that will help to strengthen and streamline trade flows between the parties, in a manner compatible with their respective economic policies, and that will contribute to the consolidation of the Latin American integration process.

To this end the parties have signed AAP.A25TM 23, which includes a trade liberalization programme and covers such areas the origin regime, safeguard clauses, differential treatment and trade promotion, among others.
"
135,Latin American Integration Association (LAIA)," Venezuela, Bolivarian Republic of, Caribbean Community and Common Market (CARICOM)",Goods,2020-03-20,1992-10-13,1993-01-01,"AAP.A25TM 24 (Article 25 of the TM80)

Partial Scope Agreement No. 24 (AAP.A25TM 24) has as its essential purpose the strengthening of economic and trade relations between the parties. To this end, Venezuela undertakes to grant products originating in the States members of CARICOM free access to its market, through the conduct of a tariff reduction programme and the elimination of non tariff barriers. 
"
135,Latin American Integration Association (LAIA)," Nicaragua, Venezuela, Bolivarian Republic of",Goods,2020-03-20,1986-08-15,1992-02-26,"AAP.A25TM 25 (Article 25 of the TM80)

Partial Scope Agreement No. 25 (AAP.A25TM 25) has as its purpose the granting of tariff preferences and the elimination or reduction of non-tariff restrictions that will help to strengthen and streamline trade flows between the parties, in a manner compatible with their respective economic policies, and that will contribute to the consolidation of the Latin American integration process.

To this end a trade liberalization programme has been established, together with provisions on the origin regime and safeguard clauses.
"
135,Latin American Integration Association (LAIA)," Costa Rica, Venezuela, Bolivarian Republic of",Goods,2020-03-20,1986-03-21,1986-07-09,"AAP.A25TM 26 (Article 25 of the TM80)

Partial Scope Agreement No. 26 (AAP.A25TM 26) has as its purpose the granting of tariff preferences and the elimination or reduction of non-tariff restrictions that will help to strengthen and streamline trade flows between the parties, in a manner compatible with their respective economic policies, and that will contribute to the consolidation of the Latin American integration process.

To this end a trade liberalization programme has been established, together with provisions on the origin regime and safeguard clauses.
"
135,Latin American Integration Association (LAIA)," El Salvador, Venezuela, Bolivarian Republic of",Goods,2020-03-20,1986-03-10,1986-07-09,"AAP.A25TM 27 (Article 25 of the TM80)

Partial Scope Agreement No. 27 (AAP.A25TM 27) has as its purpose the granting of tariff preferences and the elimination or reduction of non-tariff restrictions that will help to strengthen and streamline trade flows between the parties, in a manner compatible with their respective economic policies, and that will contribute to the consolidation of the Latin American integration process.

To this end a trade liberalization programme has been established, together with provisions on the origin regime and safeguard clauses.
"
